Owner,Team,League,Recipient,Amount,Election Year,Party,Female
Ken Kendrick,Arizona Diamondbacks,MLB,GRASSLEY COMMITTEE INC,2700,2016,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,RON DESANTIS FOR FLORIDA,2700,2016,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,SENATE CONSERVATIVES FUND,2700,2016,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,ANTHONY GONZALEZ FOR CONGRESS,2700,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,ANTONY GHEE FOR CONGRESS INC,2700,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,DAN CRENSHAW FOR CONGRESS,2700,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,DUFFY FOR WISCONSIN,2700,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,FRIENDS OF S. ASHLEY NICKLOES,2700,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,GREG PENCE FOR CONGRESS,2700,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,LEA MARQUEZ PETERSON FOR CONGRESS,2700,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,MICHAEL WALTZ FOR CONGRESS,2700,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,MIMI WALTERS VICTORY FUND,2700,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,ROSKAM FOR CONGRESS COMMITTEE,2700,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,YOUNG KIM FOR CONGRESS,2700,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,THOM TILLIS NC VICTORY COMMITTEE 2020,2500,2020,Republican,0
Laura Ricketts,Chicago Cubs,MLB,L PAC,562400,2016,Democrat,1
Laura Ricketts,Chicago Cubs,MLB,L PAC,420769,2018,Democrat,1
Laura Ricketts,Chicago Cubs,MLB,HILLARY VICTORY FUND,300000,2016,Democrat,1
Laura Ricketts,Chicago Cubs,MLB,L PAC,169666,2020,Democrat,1
Laura Ricketts,Chicago Cubs,MLB,WOMEN VOTE!,106519,2020,Democrat,1
Laura Ricketts,Chicago Cubs,MLB,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,65200,2016,Democrat,1
Laura Ricketts,Chicago Cubs,MLB,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,35500,2020,Democrat,1
Laura Ricketts,Chicago Cubs,MLB,BIDEN FOR PRESIDENT,5600,2020,Democrat,1
Laura Ricketts,Chicago Cubs,MLB,QUIGLEY FOR CONGRESS,5400,2016,Democrat,1
Laura Ricketts,Chicago Cubs,MLB,QUIGLEY FOR CONGRESS,5400,2018,Democrat,1
Laura Ricketts,Chicago Cubs,MLB,SINEMA FOR ARIZONA,5400,2018,Democrat,1
Laura Ricketts,Chicago Cubs,MLB,DSCC,5000,2016,Democrat,1
Laura Ricketts,Chicago Cubs,MLB,SCHAKOWSKY FOR CONGRESS,4500,2018,Democrat,1
Laura Ricketts,Chicago Cubs,MLB,SCHAKOWSKY FOR CONGRESS,4000,2016,Democrat,1
Laura Ricketts,Chicago Cubs,MLB,WIN THE ERA PAC,3300,2020,Democrat,1
Laura Ricketts,Chicago Cubs,MLB,LAUREN UNDERWOOD FOR CONGRESS,2800,2020,Democrat,1
Laura Ricketts,Chicago Cubs,MLB,JILL STEIN FOR PRESIDENT,2700,2016,,1
Laura Ricketts,Chicago Cubs,MLB,HILLARY FOR AMERICA,2700,2016,Democrat,1
Laura Ricketts,Chicago Cubs,MLB,READY PAC,2500,2016,Democrat,1
Laura Ricketts,Chicago Cubs,MLB,SCHAKOWSKY FOR CONGRESS,1500,2020,Democrat,1
Laura Ricketts,Chicago Cubs,MLB,KAMALA HARRIS FOR SENATE,1000,2016,Democrat,1
Laura Ricketts,Chicago Cubs,MLB,NANCY ROTERING FOR CONGRESS,1000,2016,Democrat,1
Laura Ricketts,Chicago Cubs,MLB,DCCC,1000,2018,Democrat,1
Laura Ricketts,Chicago Cubs,MLB,FRIENDS OF DICK DURBIN COMMITTEE,1000,2020,Democrat,1
Laura Ricketts,Chicago Cubs,MLB,MARK TAKANO FOR CONGRESS,500,2016,Democrat,1
Laura Ricketts,Chicago Cubs,MLB,BILL NELSON FOR US SENATE,500,2018,Democrat,1
Laura Ricketts,Chicago Cubs,MLB,KOHL FOR CONGRESS,500,2018,Democrat,1
Laura Ricketts,Chicago Cubs,MLB,ORTIZ JONES VICTORY FUND,500,2018,Democrat,1
Laura Ricketts,Chicago Cubs,MLB,SINEMA VICTORY FUND,500,2018,Democrat,1
Laura Ricketts,Chicago Cubs,MLB,QUIGLEY FOR CONGRESS,500,2020,Democrat,1
Laura Ricketts,Chicago Cubs,MLB,ACTBLUE,270,2018,Democrat,1
Magic Johnson,Los Angeles Dodgers,MLB,HILLARY VICTORY FUND,277000,2016,Democrat,0
Magic Johnson,Los Angeles Dodgers,MLB,KAMALA HARRIS VICTORY FUND,7500,2016,Democrat,0
Magic Johnson,Los Angeles Dodgers,MLB,HILLARY FOR AMERICA,5400,2016,Democrat,0
Marian Ilitch,Detroit Tigers,MLB,NRCC,16700,2016,Republican,1
Marian Ilitch,Detroit Tigers,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLIITCAL ACTION COMMITTEE,10000,2016,Bipartisan,1
Marian Ilitch,Detroit Tigers,MLB,"TROTT FOR CONGRESS, INC.",5400,2016,Republican,1
Marian Ilitch,Detroit Tigers,MLB,"TROTT FOR CONGRESS, INC.",5400,2018,Republican,1
Marian Ilitch,Detroit Tigers,MLB,BOEHNER FOR SPEAKER,5000,2016,Republican,1
Mark Attanasio,Milwaukee Brewers,MLB,RUSS VICTORY FUND,12700,2016,Democrat,0
Mark Attanasio,Milwaukee Brewers,MLB,KENNEDY/SINEMA VICTORY FUND,11200,2020,Democrat,0
Mark Attanasio,Milwaukee Brewers,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,10000,2016,Bipartisan,0
Mark Attanasio,Milwaukee Brewers,MLB,KENNEDY-SINEMA VICTORY FUND,5400,2016,Democrat,0
Mark Attanasio,Milwaukee Brewers,MLB,JOSH GOTTHEIMER FOR CONGRESS,5400,2018,Democrat,0
Mark Attanasio,Milwaukee Brewers,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,5000,2018,Bipartisan,0
Mark Attanasio,Milwaukee Brewers,MLB,KYRSTEN SINEMA FOR CONGRESS,2700,2016,Democrat,0
Mark Attanasio,Milwaukee Brewers,MLB,LOAN SYNDICATIONS AND TRADING ASSOCIATION PAC,1250,2020,,0
Mark D. Lerner,Washington Nationals,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,5000,2016,Bipartisan,0
Mark D. Lerner,Washington Nationals,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,5000,2018,Bipartisan,0
Mark D. Lerner,Washington Nationals,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,2500,2020,Bipartisan,0
Mark D. Lerner,Washington Nationals,MLB,LOU BARLETTA FOR SENATE,1250,2018,Republican,0
Mark D. Lerner,Washington Nationals,MLB,CONNOLLY FOR CONGRESS,1000,2016,Democrat,0
Mark D. Lerner,Washington Nationals,MLB,CONNOLLY FOR CONGRESS,1000,2018,Democrat,0
Mark D. Lerner,Washington Nationals,MLB,CONNOLLY FOR CONGRESS,1000,2020,Democrat,0
Mark D. Lerner,Washington Nationals,MLB,FRIENDS OF MARK WARNER,500,2020,Democrat,0
Mark D. Lerner,Washington Nationals,MLB,COLLINS FOR SENATOR,250,2020,Republican,0
Mark Walter,Los Angeles Dodgers,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,10000,2016,Bipartisan,0
Mark Walter,Los Angeles Dodgers,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,10000,2018,Bipartisan,0
Mark Walter,Los Angeles Dodgers,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,5000,2020,Bipartisan,0
Neil Leibman,Texas Rangers,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,1000,2020,Bipartisan,0
Paul Dolan,Cleveland Indians,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,10000,2016,Bipartisan,0
Paul Dolan,Cleveland Indians,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,10000,2018,Bipartisan,0
Paul Dolan,Cleveland Indians,MLB,PORTMAN FOR SENATE COMMITTEE,5400,2016,Republican,0
Paul Dolan,Cleveland Indians,MLB,PORTMAN VICTORY COMMITTEE,5000,2016,Republican,0
Paul Dolan,Cleveland Indians,MLB,TEAM RYAN,5000,2016,Republican,0
Paul Dolan,Cleveland Indians,MLB,OHIO REPUBLICAN PARTY STATE CENTRAL & EXECUTIVE COMMITTEE,5000,2018,Republican,0
Paul Dolan,Cleveland Indians,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,5000,2020,Bipartisan,0
Paul Dolan,Cleveland Indians,MLB,FRIENDS OF SHERROD BROWN,3000,2016,Democrat,0
Paul Dolan,Cleveland Indians,MLB,ALASKANS FOR DAN SULLIVAN,2800,2020,Republican,0
Paul Dolan,Cleveland Indians,MLB,PORTMAN FOR SENATE COMMITTEE,2500,2020,Republican,0
Paul Dolan,Cleveland Indians,MLB,FRIENDS OF DAVE JOYCE,1000,2016,Republican,0
Paul Dolan,Cleveland Indians,MLB,KASICH FOR AMERICA INC,1000,2016,Republican,0
Paul Dolan,Cleveland Indians,MLB,ANTHONY GONZALEZ FOR CONGRESS,1000,2018,Republican,0
Paul Dolan,Cleveland Indians,MLB,OHIO GRASSROOTS VICTORY FUND,1000,2018,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,HOUSE MAJORITY PAC,750000,2018,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,SMP,750000,2018,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,DRAFT BIDEN 2016,272000,2016,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,HILLARY VICTORY FUND,108572,2016,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,COMMITTEE FOR MARYLAND'S PROGRESS,50000,2016,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,DCCC,33900,2018,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,DCCC,33400,2016,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,DSCC,32400,2016,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,DEMOCRATIC STATE CENTRAL COMMITTEE OF MARYLAND,20000,2016,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,JAMIE RASKIN FOR CONGRESS,5400,2016,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,LEAHY FOR U.S. SENATOR COMMITTEE,5400,2016,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,VAN HOLLEN FOR SENATE,5400,2016,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,GREEN MOUNTAIN PAC,5000,2016,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,5000,2016,Bipartisan,0
Peter Angelos,Baltimore Orioles,MLB,GREEN MOUNTAIN PAC,5000,2018,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,5000,2018,Bipartisan,0
Peter Angelos,Baltimore Orioles,MLB,CUMMINGS FOR CONGRESS CAMPAIGN COMMITTEE,3700,2016,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,HEIDI FOR SENATE,2000,2018,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,JOSELINE PENA-MELNYK FOR CONGRESS,500,2016,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,ACTBLUE,100,2020,Democrat,0
Peter Guber,Los Angeles Dodgers,MLB,DE LEON VICTORY FUND,10000,2018,Democrat,0
Peter Guber,Los Angeles Dodgers,MLB,NEAL SIMON FOR U.S. SENATE,5400,2018,Independent,0
Peter Guber,Los Angeles Dodgers,MLB,FEINSTEIN FOR SENATE 2024,5400,2018,Democrat,0
Peter Guber,Los Angeles Dodgers,MLB,OMAR QUDRAT FOR CONGRESSS,3700,2018,Republican,0
Peter Guber,Los Angeles Dodgers,MLB,MARK RIDLEY-THOMAS FOR SUPERVISOR 2016,1475,2016,Democrat,0
Peter Guber,Los Angeles Dodgers,MLB,BIDEN FOR PRESIDENT,1000,2020,Democrat,0
Ray C. Davis,Texas Rangers,MLB,RIGHT TO RISE USA,100000,2016,Republican,0
Ray C. Davis,Texas Rangers,MLB,BRADY VICTORY FUND,10000,2018,Republican,0
Ray C. Davis,Texas Rangers,MLB,TEAM RYAN,10000,2018,Republican,0
Ray C. Davis,Texas Rangers,MLB,THE CONGRESSMAN JOE BARTON COMMITTEE,5400,2016,Republican,0
Ray C. Davis,Texas Rangers,MLB,"RYAN FOR CONGRESS, INC.",5400,2018,Republican,0
Ray C. Davis,Texas Rangers,MLB,SCOTT TAYLOR FOR CONGRESS,5400,2018,Republican,0
Ray C. Davis,Texas Rangers,MLB,THE CONGRESSMAN JOE BARTON COMMITTEE,5000,2018,Republican,0
Ray C. Davis,Texas Rangers,MLB,SCOTT TAYLOR FOR SENATE,5000,2020,Republican,0
Ray C. Davis,Texas Rangers,MLB,ROGER WILLIAMS FOR U.S. CONGRESS COMMITTEE,2800,2020,Republican,0
Ray C. Davis,Texas Rangers,MLB,JEB 2016. INC.,2700,2016,Republican,0
Ray C. Davis,Texas Rangers,MLB,TEXANS FOR SENATOR JOHN CORNYN INC.,2700,2018,Republican,0
Ray C. Davis,Texas Rangers,MLB,TAYLOR FOR CONGRESS 2020,2200,2020,Republican,0
Richard L. Monfort,Colorado Rockies,MLB,COLORADO REPUBLICAN COMMITTEE,10000,2016,Republican,0
Richard L. Monfort,Colorado Rockies,MLB,COLORADO REPUBLICAN COMMITTEE,10000,2018,Republican,0
Richard L. Monfort,Colorado Rockies,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,5000,2020,Bipartisan,0
Richard L. Monfort,Colorado Rockies,MLB,JON KEYSER FOR SENATE,3700,2016,Republican,0
Richard L. Monfort,Colorado Rockies,MLB,DEB FISCHER FOR US SENATE,2700,2018,Republican,0
Richard L. Monfort,Colorado Rockies,MLB,FRIENDS OF JOHN MCCAIN INC,1000,2016,Republican,0
Richard L. Monfort,Colorado Rockies,MLB,BRADY FOR CONGRESS,1000,2018,Republican,0
Richard L. Monfort,Colorado Rockies,MLB,CORY GARDNER FOR SENATE,1000,2018,Republican,0
Richard L. Monfort,Colorado Rockies,MLB,HOUSE CD6,1000,2020,Republican,0
Rob Manfred,Commissioner,MLB,AUGUST WOLF FOR SENATE,2700,2016,Republican,0
Rob Manfred,Commissioner,MLB,STAPLETON VICTORY FUND,2500,2018,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,SENATE LEADERSHIP FUND,225000,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,OUR PRINCIPLES PAC,150000,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,REPUBLICAN NATIONAL COMMITTEE,112400,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,CONGRESSIONAL LEADERSHIP FUND,100000,2018,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,SENATE LEADERSHIP FUND,75000,2018,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,REPUBLICAN NATIONAL COMMITTEE,70000,2018,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,REPUBLICAN NATIONAL COMMITTEE,70000,2020,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,BOEHNER FOR SPEAKER,50000,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,CONGRESSIONAL LEADERSHIP FUND,50000,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,AYOTTE VICTORY COMMITTEE,25000,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,FIGHTING FOR OHIO FUND,25000,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,RUBIO VICTORY COMMITTEE,25000,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,TAKE BACK THE HOUSE 2020,25000,2020,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,OHIO REPUBLICAN PARTY STATE CENTRAL & EXECUTIVE COMMITTEE,20000,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,PORTMAN VICTORY COMMITTEE,20000,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,JOHN BOLTON SUPER PAC,10000,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,REPUBLICAN PARTY OF KENTUCKY,10000,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,10000,2016,Bipartisan,0
Robert H. Castellini,Cincinnati Reds,MLB,JOHN BOLTON SUPER PAC,10000,2018,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,10000,2018,Bipartisan,0
Robert H. Castellini,Cincinnati Reds,MLB,NRSC,10000,2020,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,REPUBLICAN PARTY OF KENTUCKY,10000,2020,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,"RIGHT TO RISE PAC, INC.",8682,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,COLLINS FOR SENATOR,5600,2020,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,STEVE CHABOT FOR CONGRESS,5600,2020,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,CARLOS CURBELO CONGRESS,5400,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,RICK SCOTT FOR FLORIDA,5400,2018,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,STEVE CHABOT FOR CONGRESS,5400,2018,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,PORTMAN FOR SENATE COMMITTEE,5400,2020,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,STEVE CHABOT FOR CONGRESS,5300,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,WENSTRUP FOR CONGRESS,5200,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,PERDUE FOR SENATE,5200,2018,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,PORTMAN-OHIO VICTORY COMMITTEE,5000,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,JONI FOR IOWA,5000,2018,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,PROMOTING OUR REPUBLICAN TEAM PAC,5000,2018,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,CINCINNATUS PAC,5000,2018,Democrat,0
Robert H. Castellini,Cincinnati Reds,MLB,"TEAM GRAHAM, INC.",5000,2020,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,5000,2020,Bipartisan,0
Robert H. Castellini,Cincinnati Reds,MLB,MCSALLY FOR SENATE INC,2800,2020,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,ROGER WILLIAMS FOR U S CONGRESS COMMITTEE,2800,2020,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,WENSTRUP FOR CONGRESS,2800,2020,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,FRIENDS OF JOE HECK,2700,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,FRIENDS OF PAT TOOMEY,2700,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,FRIENDS OF ROY BLUNT,2700,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,"FRIENDS OF TODD YOUNG, INC.",2700,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,KASICH FOR AMERICA INC,2700,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,SCOTT WALKER INC,2700,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,THE RICHARD BURR COMMITTEE,2700,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,LEAH FOR SENATE,2700,2018,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,MCSALLY FOR SENATE INC,2700,2018,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,STEIL VICTORY FUND,2700,2018,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,YOUNG HOOSIER VICTORY FUND,2700,2018,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,MARSHA FOR SENATE,2500,2018,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,TEAM RICK SCOTT,2500,2020,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,ISAKSON VICTORY COMMITTEE,2000,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,KLINE FOR CONGRESS,1000,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,ALASKANS FOR DAN SULLIVAN,1000,2020,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,STEIL VICTORY FUND,1000,2020,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,"YOUNG FOR IOWA, INC.",1000,2020,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,CLAUDIA TENNEY FOR CONGRESS,500,2018,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,AMERICANS FOR PARNELL COMMITTEE,500,2020,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,"ANDY BARR FOR CONGRESS, INC.",500,2020,Republican,0
Robert Plummer,Los Angeles Dodgers,MLB,TRUMP VICTORY,2800,2020,Republican,0
Ron Fowler,San Diego Padres,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,10000,2016,Bipartisan,0
Ron Fowler,San Diego Padres,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,10000,2018,Bipartisan,0
Ron Fowler,San Diego Padres,MLB,NATIONAL BEER WHOLESALERS ASSOCIATION POLITICAL ACTION COMMITTEE,5000,2016,Bipartisan,0
Ron Fowler,San Diego Padres,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,5000,2020,Bipartisan,0
Ron Fowler,San Diego Padres,MLB,"JEB 2016, INC.",2700,2016,Republican,0
Saul Katz,New York Mets,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,6667,2016,Bipartisan,0
Saul Katz,New York Mets,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,6666,2018,Bipartisan,0
Saul Katz,New York Mets,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,3333,2020,Bipartisan,0
Saul Katz,New York Mets,MLB,MEEKS VICTORY FUND,2671,2020,Democrat,0
Saul Katz,New York Mets,MLB,CROWLEY LEADERSHIP FUND,2489,2018,Democrat,0
Saul Katz,New York Mets,MLB,SUOZZI VICTORY FUND,2432,2018,Democrat,0
Saul Katz,New York Mets,MLB,TEAM RICK SCOTT,2432,2020,Republican,0
Saul Katz,New York Mets,MLB,CROWLEY LEADERSHIP FUND,1716,2016,Democrat,0
Saul Katz,New York Mets,MLB,DE BLASIO 2020,1490,2020,Democrat,0
Saul Katz,New York Mets,MLB,ENGEL FOR CONGRESS,1321,2018,Democrat,0
Saul Katz,New York Mets,MLB,SUOZZI FOR CONGRESS,1300,2016,Democrat,0
Saul Katz,New York Mets,MLB,DONOVAN FOR CONGRESS,260,2016,Republican,0
Stuart Sternberg,Tampa Bay Rays,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,10000,2018,Bipartisan,0
Stuart Sternberg,Tampa Bay Rays,MLB,CHARLIE CRIST FOR CONGRESS,5600,2020,Democrat,0
Stuart Sternberg,Tampa Bay Rays,MLB,FRIENDS OF PATRICK MURPHY,5400,2016,Democrat,0
Stuart Sternberg,Tampa Bay Rays,MLB,CHARLIE CRIST FOR CONGRESS,5400,2018,Democrat,0
Stuart Sternberg,Tampa Bay Rays,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,5000,2016,Bipartisan,0
Stuart Sternberg,Tampa Bay Rays,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,5000,2020,Bipartisan,0
Stuart Sternberg,Tampa Bay Rays,MLB,CHRIS CHRISTIE FOR PRESIDENT INC.,2700,2016,Republican,0
Stuart Sternberg,Tampa Bay Rays,MLB,CHARLIE CRIST FOR CONGRESS,2700,2016,Democrat,0
Stuart Sternberg,Tampa Bay Rays,MLB,CASTOR FOR CONGRESS,2500,2018,Democrat,0
Stuart Sternberg,Tampa Bay Rays,MLB,HILLARY VICTORY FUND,1800,2016,Democrat,0
Stuart Sternberg,Tampa Bay Rays,MLB,ACTBLUE,36,2016,Democrat,0
Thomas L. Williams,Cincinnati Reds,MLB,WINRED,11200,2020,Republican,0
Thomas L. Williams,Cincinnati Reds,MLB,SENATE MAJORITY FIREWALL 2020,8400,2020,Republican,0
Thomas L. Williams,Cincinnati Reds,MLB,COLLINS FOR SENATOR,5600,2020,Republican,0
Thomas L. Williams,Cincinnati Reds,MLB,PORTMAN FOR SENATE COMMITTEE,5600,2020,Republican,0
Thomas L. Williams,Cincinnati Reds,MLB,STEVE CHABOT FOR CONGRESS,5600,2020,Republican,0
Thomas L. Williams,Cincinnati Reds,MLB,PORTMAN FOR SENATE COMMITTEE,5400,2016,Republican,0
Thomas L. Williams,Cincinnati Reds,MLB,PORTMAN-OHIO VICTORY COMMITTEE,5400,2016,Republican,0
Thomas L. Williams,Cincinnati Reds,MLB,WENSTRUP FOR CONGRESS,5400,2016,Republican,0
Thomas L. Williams,Cincinnati Reds,MLB,MCCONNELL FOR MAJORITY LEADER COMMITTEE,5400,2018,Republican,0
Thomas L. Williams,Cincinnati Reds,MLB,OHIO GRASSROOTS VICTORY FUND,5400,2018,Democrat,0
Thomas L. Williams,Cincinnati Reds,MLB,TEAM JOSH,5000,2016,Republican,0
Thomas L. Williams,Cincinnati Reds,MLB,CITIZENS FOR JOSH MANDEL INC,5000,2018,Republican,0
Thomas L. Williams,Cincinnati Reds,MLB,OHIO REPUBLICAN PARTY STATE CENTRAL & EXECUTIVE COMMITTEE,5000,2018,Republican,0
Thomas L. Williams,Cincinnati Reds,MLB,OHIO REPUBLICAN PARTY STATE CENTRAL & EXECUTIVE COMMITTEE,5000,2020,Republican,0
Thomas L. Williams,Cincinnati Reds,MLB,WENSTRUP FOR CONGRESS,4200,2020,Republican,0
Thomas L. Williams,Cincinnati Reds,MLB,STEVE CHABOT FOR CONGRESS,3000,2016,Republican,0
Thomas L. Williams,Cincinnati Reds,MLB,JIM RENACCI FOR CONGRESS,2000,2016,Republican,0
