Owner,Team,League,Recipient,Amount,Election Year,Party,Female
Charles Johnson,San Francisco Giants,MLB,FRIENDS OF FRANK GUINTA,5400,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,FRIENDS OF JOE HECK,5400,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,FRIENDS OF PAT TOOMEY,5400,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,GERSON FOR CONGRESS,5400,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,HOEVEN FOR SENATE,5400,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,MARCO RUBIO FOR SENATE 2016,5400,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,MCSALLY FOR CONGRESS,5400,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,PAUL CHABOT CONGRESS,5400,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,RON DESANTIS FOR FLORIDA,5400,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,RON JOHNSON FOR SENATE INC,5400,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,STUTZMAN FOR SENATE,5400,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,5400,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,WALTERS FOR CONGRESS,5400,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,ALASKANS FOR DAN SULLIVAN,5400,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,ALEX MOONEY FOR CONGRESS,5400,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,BOB HUGIN FOR SENATE INC,5400,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,CRAMER FOR SENATE,5400,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,FASO FOR CONGRESS,5400,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,FRIENDS OF MIA LOVE,5400,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,GREG FOR MONTANA,5400,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,HELLER FOR SENATE,5400,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,"HOOSIERS FOR ROKITA, INC.",5400,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,HOUSLEY FOR SENATE COMMITTEE,5400,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,HURD VICTORY FUND,5400,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,JUDD MATHENY FOR CONGRESS,5400,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,MARSHA FOR SENATE,5400,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,MAST FOR CONGRESS,5400,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,MCSALLY FOR SENATE INC,5400,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,MORRISEY FOR SENATE INC,5400,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,PERDUE FOR SENATE,5400,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,RENACCI FOR US SENATE,5400,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,SCOTT STURGILL FOR CONGRESS,5400,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,WALTERS FOR CONGRESS,5400,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,COLLINS FOR SENATOR,5400,2020,Republican,0
Charles Johnson,San Francisco Giants,MLB,PERDUE VICTORY INC,5200,2020,Republican,0
Charles Johnson,San Francisco Giants,MLB,TRUE NORTH PAC,5000,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,HISPANIC VICTORY PAC,5000,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,INVEST IN A STRONG AND SECURE AMERICA,5000,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,MAKING INVESTMENTS MAJORITY INSURED PAC,5000,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),5000,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,DIRIGO PAC,5000,2020,Republican,0
Charles Johnson,San Francisco Giants,MLB,FRIENDS OF MIA LOVE PAC,5000,2020,Republican,0
Charles Johnson,San Francisco Giants,MLB,NRCC,5000,2020,Republican,0
Charles Johnson,San Francisco Giants,MLB,SEAL PAC SUPPORTING ELECTING AMERICAN LEADERS PAC,5000,2020,Republican,0
Charles Johnson,San Francisco Giants,MLB,SENATE CONSERVATIVES FUND,5000,2020,Republican,0
Charles Johnson,San Francisco Giants,MLB,SPECIAL OPERATIONS FOR AMERICA,5000,2020,"Bipartisan, but mostly Republican",0
Charles Johnson,San Francisco Giants,MLB,TEAM PORTMAN,4800,2020,Republican,0
Charles Johnson,San Francisco Giants,MLB,ANDREWS FOR CONGRESS,2800,2020,Republican,0
Charles Johnson,San Francisco Giants,MLB,COTTON VICTORY,2800,2020,Republican,0
Charles Johnson,San Francisco Giants,MLB,DUNCAN D. HUNTER FOR CONGRESS,2800,2020,Republican,0
Charles Johnson,San Francisco Giants,MLB,FRIENDS OF MATT GAETZ,2800,2020,Republican,0
Charles Johnson,San Francisco Giants,MLB,HUNT FOR CONGRESS,2800,2020,Republican,0
Charles Johnson,San Francisco Giants,MLB,JOE COLLINS FOR CONGRESS,2800,2020,Republican,0
Charles Johnson,San Francisco Giants,MLB,LIPETRI FOR CONGRESS,2800,2020,Republican,0
Charles Johnson,San Francisco Giants,MLB,LISA SONG SUTTON FOR CONGRESS,2800,2020,Republican,0
Charles Johnson,San Francisco Giants,MLB,NANCY MACE FOR CONGRESS,2800,2020,Republican,0
Charles Johnson,San Francisco Giants,MLB,BLUM FOR CONGRESS,2700,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,CARLY FOR PRESIDENT,2700,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,COFFMAN FOR CONGRESS 2016,2700,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,COMMITTEE TO ELECT DARRYL GLENN,2700,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,COMSTOCK FOR CONGRESS,2700,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,CRESENT HARDY FOR CONGRESS,2700,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,DOLD FOR CONGRESS,2700,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,ELBERT GUILLORY FOR AMERICA,2700,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,FASO FOR CONGRESS,2700,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,FRIENDS OF JOHN MCCAIN INC,2700,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,HURD FOR CONGRESS,2700,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,ISSA FOR CONGRESS,2700,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,"JEB 2016, INC.",2700,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,JOHN KENNEDY FOR US,2700,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,KATKO FOR CONGRESS,2700,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,KIRK FOR SENATE,2700,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,LINDSEY GRAHAM 2016,2700,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,MAST VICTORY COMMITTEE,2700,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,MIKE GALLAGHER FOR WISCONSIN,2700,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,PATRICK MOONEY FOR CONGRESS,2700,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,POLIQUIN FOR CONGRESS,2700,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,VALADAO FOR CONGRESS,2700,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,"YOUNG FOR IOWA, INC.",2700,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,ZELDIN FOR CONGRESS,2700,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,ZINKE FOR CONGRESS,2700,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,CAMPBELL 4 MARYLAND,2700,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,CHIP ROY FOR CONGRESS,2700,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,CLAUDIA TENNEY FOR CONGRESS,2700,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,FRIENDS OF DAVE BRAT INC.,2700,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,"HANDEL FOR CONGRESS, INC.",2700,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,JEFF DOVE FOR CONGRESS,2700,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,JOHN JAMES FOR SENATE INC,2700,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,MARK GREEN FOR CONGRESS,2700,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,MATT ROSENDALE FOR MONTANA,2700,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,MIKE BRAUN FOR INDIANA,2700,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,RICK FOR CONGRESS,2700,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,ROHRABACHER FOR CONGRESS,2700,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,ROTHFUS VICTORY COMMITTEE,2700,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,RUSS FULCHER FOR IDAHO,2700,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,TARKANIAN FOR CONGRESS,2700,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,TOM CAMPBELL FOR NORTH DAKOTA,2700,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,WICKER FOR SENATE,2700,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,JACKIE SPEIER FOR CONGRESS,2700,2018,Democrat,0
Charles Johnson,San Francisco Giants,MLB,BLACK AMERICA'S POLITICAL ACTION COMMITTEE,2500,2020,Republican,0
Charles Johnson,San Francisco Giants,MLB,JACKIE SPEIER FOR CONGRESS,2500,2020,Democrat,0
Charles Johnson,San Francisco Giants,MLB,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),2000,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,BLACK AMERICANS TO RE-ELECT THE PRESIDENT,1000,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,CALIFORNIA REPUBLICAN PARTY FEDERAL ACCT.,400,2018,Republican,0
Charles K. Monfort,Colorado Rockies,MLB,COLORADO REPUBLICAN COMMITTEE,5000,2016,Republican,0
Charlie Jacobs,Boston Bruins,NHL,"DELAWARE NORTH COMPANIES, INC. POLITICAL ACTION COMMITTEE",10000,2016,Bipartisan,0
Charlie Jacobs,Boston Bruins,NHL,"DELAWARE NORTH COMPANIES, INC. POLITICAL ACTION COMMITTEE",10000,2018,Bipartisan,0
Charlie Jacobs,Boston Bruins,NHL,JACOBS FOR CONGRESS,5600,2020,Republican,0
Charlie Jacobs,Boston Bruins,NHL,HILLARY VICTORY FUND,5000,2016,Democrat,0
Charlie Jacobs,Boston Bruins,NHL,COMMITTEE TO ELECT DAN KOH,5000,2018,Democrat,0
Charlie Jacobs,Boston Bruins,NHL,KENNEDY FOR MASSACHUSETTS,2800,2020,Democrat,0
Charlie Jacobs,Boston Bruins,NHL,HILLARY FOR AMERICA,2700,2016,Democrat,0
Charlie Jacobs,Boston Bruins,NHL,COLLINS VICTORY FUND,2300,2018,Republican,0
Charlie Jacobs,Boston Bruins,NHL,GILLIBRAND FOR SENATE,2100,2018,Democrat,0
Charlie Jacobs,Boston Bruins,NHL,FRIENDS OF JOHN BOEHNER,2000,2016,Republican,0
Charlie Jacobs,Boston Bruins,NHL,MOULTON FOR CONGRESS,1000,2016,Democrat,0
Charlie Jacobs,Boston Bruins,NHL,TOM REED FOR CONGRESS,500,2016,Republican,0
Charlie Jacobs,Boston Bruins,NHL,JAKE AUCHINCLOSS FOR CONGRESS,500,2020,Democrat,0
Chip Ganassi,Chip Ganassi Racing,NASCAR,REPUBLICAN FEDERAL COMMITTEE OF PENNSYLVANIA,5000,2016,Republican,0
Chip Ganassi,Chip Ganassi Racing,NASCAR,REPUBLICAN FEDERAL COMMITTEE OF PENNSYLVANIA,5000,2020,Republican,0
Chip Ganassi,Chip Ganassi Racing,NASCAR,REPUBLICAN NATIONAL COMMITTEE,1300,2020,Republican,0
Chip Ganassi,Chip Ganassi Racing,NASCAR,WINRED,600,2020,Republican,0
Chris Ilitch,Detroit Tigers,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLIITCAL ACTION COMMITTEE,5000,2018,Bipartisan,0
Chris Ilitch,Detroit Red Wings,NHL,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLIITCAL ACTION COMMITTEE,5000,2018,Bipartisan,0
Chris Ilitch,Detroit Tigers,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLIITCAL ACTION COMMITTEE,5000,2020,Bipartisan,0
Chris Ilitch,Detroit Red Wings,NHL,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLIITCAL ACTION COMMITTEE,5000,2020,Bipartisan,0
Christopher Johnson,New York Jets,NFL,FRIENDS OF KELLY AYOTTE INC,2700,2016,Republican,0
Christopher Johnson,New York Jets,NFL,COUNTRY FIRST POLITICAL ACTION COMMITTEE INC. (COUNTRY FIRST PAC),2600,2016,Republican,0
Christopher Johnson,New York Jets,NFL,FRIENDS OF JOHN MCCAIN INC (SEDONA PAC),100,2016,Republican,0
Clark Hunt,Kansas City Chiefs,NFL,KEEP THE SENATE RED 2016,10800,2016,Republican,0
Clark Hunt,Kansas City Chiefs,NFL,TEAM RYAN,10400,2016,Republican,0
Clark Hunt,Kansas City Chiefs,NFL,CORNYN MAJORITY COMMITTEE,5600,2020,Republican,0
Clark Hunt,Kansas City Chiefs,NFL,CORNYN MAJORITY COMMITTEE,5400,2018,Republican,0
Clark Hunt,Kansas City Chiefs,NFL,NRCC,5000,2018,Republican,0
Clark Hunt,Kansas City Chiefs,NFL,LINDSTROM FOR SENATE,2800,2020,Republican,0
Clark Hunt,Kansas City Chiefs,NFL,PORTMAN FOR SENATE COMMITTEE,2700,2016,Republican,0
Clark Hunt,Kansas City Chiefs,NFL,PETE SESSIONS FOR CONGRESS,2700,2018,Republican,0
Clark Hunt,Kansas City Chiefs,NFL,TED CRUZ FOR SENATE,2700,2018,Republican,0
Clark Hunt,Kansas City Chiefs,NFL,MOKAN VICTORY FUND,2500,2016,Republican,0
Clark Hunt,Kansas City Chiefs,NFL,2018 REPUBLICAN CHALLENGERS FUND,2500,2018,Republican,0
Clark Hunt,Kansas City Chiefs,NFL,CITIZENS FOR JOSH MANDEL INC,575,2018,Republican,0
Clayton Bennett,Oklahoma City Thunder,NBA,RIGHT TO RISE USA,12500,2016,Republican,0
Clayton Bennett,Oklahoma City Thunder,NBA,FRIENDS OF JIM INHOFE,5600,2020,Republican,0
Clayton Bennett,Oklahoma City Thunder,NBA,COLE FOR CONGRESS,5400,2016,Republican,0
Clayton Bennett,Oklahoma City Thunder,NBA,FAMILIES FOR JAMES LANKFORD,5400,2016,Republican,0
Clayton Bennett,Oklahoma City Thunder,NBA,COLE FOR CONGRESS,5400,2018,Republican,0
Clayton Bennett,Oklahoma City Thunder,NBA,COLE FOR CONGRESS,2800,2020,Republican,0
Clayton Bennett,Oklahoma City Thunder,NBA,"JEB 2016, INC.",2700,2016,Republican,0
Clayton Bennett,Oklahoma City Thunder,NBA,TOM ATKINSON FOR CONGRESS,2700,2016,Republican,0
Clayton Bennett,Oklahoma City Thunder,NBA,ROGER WILLIAMS FOR U S CONGRESS COMMITTEE,2600,2016,Republican,0
Clayton Bennett,Oklahoma City Thunder,NBA,LUCAS FOR CONGRESS,1000,2016,Republican,0
Clayton Bennett,Oklahoma City Thunder,NBA,CORY GARDNER FOR SENATE,1000,2020,Republican,0
Clayton Bennett,Oklahoma City Thunder,NBA,CRUMPACKER FOR CONGRESS,1000,2020,Republican,0
Clayton Bennett,Oklahoma City Thunder,NBA,ROGER FOR CONGRESS VICTORY FUND,1000,2020,Republican,0
Clayton Bennett,Oklahoma City Thunder,NBA,WINRED,1000,2020,Republican,0
Craig Leipold,Minnesota Wild,NHL,UNINTIMIDATED PAC INC,50000,2016,Republican,0
Craig Leipold,Minnesota Wild,NHL,RON JOHNSON VICTORY,11200,2020,Republican,0
Craig Leipold,Minnesota Wild,NHL,REPUBLICAN PARTY OF WISCONSIN,10000,2016,Republican,0
Craig Leipold,Minnesota Wild,NHL,DUFFY FOR WISCONSIN,5600,2020,Republican,0
Craig Leipold,Minnesota Wild,NHL,DUFFY VICTORY FUND,5600,2020,Republican,0
Craig Leipold,Minnesota Wild,NHL,"STEIL FOR WISCONSIN, INC.",5600,2020,Republican,0
Craig Leipold,Minnesota Wild,NHL,RON JOHNSON FOR SENATE INC,5400,2016,Republican,0
Craig Leipold,Minnesota Wild,NHL,SCOTT WALKER INC,5400,2016,Republican,0
Craig Leipold,Minnesota Wild,NHL,DUFFY VICTORY FUND,5400,2018,Republican,0
Craig Leipold,Minnesota Wild,NHL,HOUSLEY FOR SENATE COMMITTEE,5400,2018,Republican,0
Craig Leipold,Minnesota Wild,NHL,LEAH FOR SENATE,5400,2018,Republican,0
Craig Leipold,Minnesota Wild,NHL,WINRED,3000,2020,Republican,0
Craig Leipold,Minnesota Wild,NHL,RON JOHNSON FOR SENATE INC,2810,2020,Republican,0
Craig Leipold,Minnesota Wild,NHL,JOHNSON VICTORY COMMITTEE,2700,2016,Republican,0
Craig Leipold,Minnesota Wild,NHL,MIKE GALLAGHER FOR WISCONSIN,2700,2018,Republican,0
Craig Leipold,Minnesota Wild,NHL,"STEIL FOR WISCONSIN, INC.",2700,2018,Republican,0
Craig Leipold,Minnesota Wild,NHL,DUFFY FOR WISCONSIN,2500,2016,Republican,0
Craig Leipold,Minnesota Wild,NHL,REPUBLICAN PARTY OF WISCONSIN,2500,2020,Republican,0
Craig Leipold,Minnesota Wild,NHL,FRIENDS OF STEWART MILLS,1000,2016,Republican,0
Craig Leipold,Minnesota Wild,NHL,GLENN GROTHMAN FOR CONGRESS,1000,2016,Republican,0
Craig Leipold,Minnesota Wild,NHL,MIKE GALLAGHER FOR WISCONSIN,1000,2016,Republican,0
Craig Leipold,Minnesota Wild,NHL,MIKE GALLAGHER FOR WISCONSIN,1000,2020,Republican,0
Craig Leipold,Minnesota Wild,NHL,"TIFFANY FOR WISCONSIN, INC.",1000,2020,Republican,0
Craig Leipold,Minnesota Wild,NHL,VAN ORDEN FOR CONGRESS,1000,2020,Republican,0
D. Cal McNair,Houston Texans,NFL,GRIDIRON-PAC,10000,2016,Bipartisan,0
D. Cal McNair,Houston Texans,NFL,GRIDIRON-PAC,5000,2020,Bipartisan,0
D. Cal McNair,Houston Texans,NFL,PIERCE BUSH FOR CONGRESS,2800,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,CONGRESSIONAL LEADERSHIP FUND,200000,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,"AMERICA FIRST ACTION, INC.",200000,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,BETTER FUTURE MI FUND,200000,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,CONGRESSIONAL LEADERSHIP FUND,200000,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,SENATE LEADERSHIP FUND,200000,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,SENATE LEADERSHIP FUND,150000,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,AMERICAN CROSSROADS,100000,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,SENATE LEADERSHIP FUND,100000,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,NRSC,71000,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,TRUMP VICTORY,70000,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,NRSC,66800,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,TEAM RYAN,57500,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,CONSERVATIVE SOLUTIONS PAC,50000,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,TAKE BACK THE HOUSE 2020,50000,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,DEFEND THE SENATE,39400,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,NRSC,33900,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,NEW REPUBLICAN PAC,33000,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,MICHIGAN REPUBLICAN PARTY,20000,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,MICHIGAN REPUBLICAN PARTY,20000,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,MICHIGAN REPUBLICAN PARTY,20000,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,"INDIANA REPUBLICAN STATE COMMITTEE, INC.",10000,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,ALTICOR POLITICAL ACTION COMMITTEE ALTIPAC,10000,2016,"Bipartisan, but mostly Republican",0
Dan DeVos,Orlando Magic,NBA,NRCC,10000,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,OUTSIDER PAC,10000,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,ALTICOR POLITICAL ACTION COMMITTEE ALTIPAC,10000,2018,"Bipartisan, but mostly Republican",0
Dan DeVos,Orlando Magic,NBA,ALTICOR POLITICAL ACTION COMMITTEE ALTIPAC,10000,2020,"Bipartisan, but mostly Republican",0
Dan DeVos,Orlando Magic,NBA,"BEN SASSE FOR U.S. SENATE, INC.",5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,BERGMAN FOR CONGRESS,5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,BILL CASSIDY FOR US SENATE,5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,"BYRNE FOR SENATE, INC.",5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,CAPITO FOR WEST VIRGINIA,5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,CINDY HYDE-SMITH FOR US SENATE,5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,"DONALD J. TRUMP FOR PRESIDENT, INC.",5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,FRIENDS OF PAUL MITCHELL,5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,HUIZENGA FOR CONGRESS,5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,"JOHN JAMES FOR SENATE, INC.",5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,MOOLENAAR FOR CONGRESS,5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,PETER MEIJER FOR CONGRESS,5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,ROUNDS FOR SENATE,5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,"TEAM GRAHAM, INC.",5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,UPTON FOR ALL OF US,5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,WINRED,5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,"BENISHEK FOR CONGRESS, INC.",5400,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,FRIENDS OF DAVE BRAT INC.,5400,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,FRIENDS OF JOE HECK,5400,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,FRIENDS OF PAT TOOMEY,5400,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,"FRIENDS OF TODD YOUNG, INC.",5400,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,JUSTIN AMASH FOR CONGRESS,5400,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,LISA MURKOWSKI FOR US SENATE,5400,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,MARCO RUBIO FOR SENATE 2016,5400,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,MIKE BISHOP FOR CONGRESS,5400,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,RON JOHNSON FOR SENATE INC,5400,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,THE RICHARD BURR COMMITTEE,5400,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,TIM SCOTT FOR SENATE,5400,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,CINDY HYDE-SMITH FOR US SENATE,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,COFFMAN FOR CONGRESS 2018,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,COMSTOCK FOR CONGRESS,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,CRAMER FOR SENATE,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,ELISE FOR CONGRESS,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,FRIENDS OF DAVE BRAT INC.,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,"HANDEL FOR CONGRESS, INC.",5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,JOHN JAMES FOR SENATE INC,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,JOSH HAWLEY FOR SENATE,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,LEAH FOR SENATE,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,MAST FOR CONGRESS,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,MATT ROSENDALE FOR MONTANA,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,MCSALLY FOR SENATE INC,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,MIKE BISHOP FOR CONGRESS,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,MIKE BRAUN FOR INDIANA,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,MIMI WALTERS VICTORY FUND,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,RICK SCOTT FOR FLORIDA,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,STRANGE FOR SENATE,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,UPTON FOR ALL OF US,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,UPPER HAND FUND,5000,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,GREAT AMERICA COMMITTEE,5000,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,BETH VAN DUYNE FOR CONGRESS,2800,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,COLLINS FOR TEXAS,2800,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,ESTHER FOR CONGRESS,2800,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,FEENSTRA FOR CONGRESS,2800,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,"JESSICA TAYLOR FOR CONGRESS, INC.",2800,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,BERGMAN FOR CONGRESS,2700,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,CARLOS CURBELO CONGRESS,2700,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,FRIENDS OF KELLY AYOTTE INC,2700,2016,Republican,0
